job_id,equipment_type,service_type,region,technician_level,urgency,equipment_age_years,estimated_hours,distance_km,parts_count,ambient_temp_c,prior_failures,job_cost
JOB-100277,Pump,Repair,North,Junior,Priority,5.366,,75.778,2,27.662,2,10381.24
JOB-100278,Compressor,Overhaul,West,Mid,Routine,5.072,20.0,19.643,4,24.169,1,17482.08
JOB-100279,Valve,Inspection,South,Mid,Routine,6.11,9.686,34.068,1,23.02,2,5500.89
JOB-100280,Compressor,Preventive,East,Junior,Priority,10.089,8.343,18.058,3,28.457,3,8291.52
JOB-100281,Pump,Inspection,West,Junior,Routine,13.139,6.561,28.505,1,33.726,2,6790.0
JOB-100282,Valve,Inspection,West,Mid,Routine,11.882,8.18,16.587,1,33.802,3,6295.04
JOB-100283,Pump,,South,Mid,,2.544,11.216,12.526,1,24.773,5,7732.41
JOB-100284,Compressor,Inspection,South,Junior,Routine,,14.318,15.67,2,23.424,3,6338.4
JOB-100285,Heat Exchanger,Overhaul,South,Mid,Priority,4.205,6.848,23.538,1,32.78,1,11122.76
JOB-100286,Compressor,Repair,West,Mid,Routine,9.834,7.787,51.994,3,41.958,3,9687.33
JOB-100287,Pump,Preventive,West,Mid,Routine,2.781,4.077,17.289,2,28.097,0,4552.12
JOB-100288,Compressor,Preventive,West,Mid,Routine,,5.999,37.327,1,36.611,3,7063.7
JOB-100289,Motor,Repair,South,Junior,Routine,11.834,,9.525,3,29.951,0,6283.55
JOB-100290,Pump,Preventive,West,Mid,Routine,14.968,4.554,7.352,3,36.133,2,7070.64
JOB-100291,Pump,Inspection,South,Mid,Routine,5.227,6.661,12.416,3,37.559,1,6462.18
JOB-100292,Compressor,Repair,North,Mid,Routine,18.857,6.491,13.332,2,30.31,1,8705.53
JOB-100293,Pump,Inspection,South,Mid,Routine,6.745,2.652,9.378,1,35.451,2,3568.37
JOB-100294,Valve,Repair,East,Junior,Routine,,7.105,9.704,3,36.13,1,6763.11
JOB-100295,Compressor,Inspection,,Mid,Emergency,7.165,,,1,37.243,0,8411.01
JOB-100296,Valve,Preventive,South,Junior,Routine,2.453,8.345,16.027,2,24.409,2,4854.29
JOB-100297,Pump,Repair,North,Mid,Priority,14.319,2.167,13.588,2,21.874,3,6884.41
JOB-100298,Motor,Preventive,East,Senior,Routine,10.242,3.729,12.12,4,36.86,6,6665.38
JOB-100299,Motor,Repair,West,Mid,Routine,3.246,3.536,7.823,5,27.998,1,6835.98
JOB-100300,Compressor,Repair,South,Junior,Routine,10.556,4.444,2.86,3,44.9,1,8781.95
JOB-100301,,Preventive,North,Mid,Routine,4.896,5.238,22.427,3,26.831,1,5103.49
JOB-100302,Compressor,Inspection,North,Junior,Routine,17.85,7.847,,1,26.131,1,8261.23
JOB-100303,Valve,Preventive,South,Senior,Emergency,11.15,7.695,20.356,2,31.196,0,6831.22
JOB-100304,Compressor,Repair,West,Senior,Routine,2.948,6.627,10.142,1,29.937,1,6976.53
JOB-100305,Motor,Repair,South,Junior,Priority,,4.481,20.742,3,24.795,1,6846.12
JOB-100306,Valve,Preventive,West,Senior,Priority,4.977,8.446,4.389,2,19.645,1,6991.27
JOB-100307,,Preventive,West,Junior,Routine,4.027,3.377,31.409,5,37.751,2,7355.92
JOB-100308,Heat Exchanger,Inspection,South,Junior,Routine,12.212,2.613,24.914,2,28.058,1,5424.72
JOB-100309,Motor,Repair,South,Mid,Routine,3.054,9.273,23.883,1,31.764,3,6454.07
JOB-100310,Valve,Inspection,North,Senior,Routine,3.814,8.838,38.58,3,24.492,1,6791.78
JOB-100311,Pump,Repair,East,Mid,Routine,1.763,3.123,17.063,2,21.199,4,6894.53
JOB-100312,Motor,Repair,East,Senior,Routine,10.321,2.119,19.676,4,23.564,2,7310.02
JOB-100313,Heat Exchanger,Repair,,Mid,Priority,7.174,2.995,22.78,2,33.475,,7841.6
JOB-100314,Compressor,Preventive,South,Senior,Routine,11.699,8.242,41.614,3,,1,7099.4
JOB-100315,Motor,Inspection,East,Junior,Routine,2.89,6.321,52.503,1,23.689,0,4204.25
JOB-100316,Valve,Repair,,Senior,Routine,19.06,11.511,9.704,1,30.759,3,7543.15
JOB-100317,Heat Exchanger,Repair,West,,Routine,10.006,11.748,48.847,1,,1,9940.06
JOB-100318,Valve,Overhaul,West,Mid,Routine,9.015,3.967,35.759,2,33.532,0,7270.3
JOB-100319,Valve,Preventive,South,Mid,Routine,10.372,2.734,25.218,2,29.197,0,4587.39
JOB-100320,Compressor,Preventive,North,,,12.416,4.517,48.164,3,34.97,3,7781.35
JOB-100321,Compressor,Inspection,South,Senior,Routine,3.948,4.849,13.67,3,29.168,0,5061.25
JOB-100322,Pump,Inspection,West,Mid,Routine,4.767,13.884,7.77,,38.631,1,8634.82
JOB-100323,Pump,Repair,East,Mid,Routine,7.922,12.648,14.826,4,21.857,,9502.22
JOB-100324,Heat Exchanger,Repair,North,Junior,Routine,6.511,6.046,47.88,3,28.499,0,9114.76
JOB-100325,Pump,Repair,East,Junior,Routine,4.524,6.488,32.365,5,31.269,1,8013.56
JOB-100326,,Repair,South,Junior,Routine,12.428,6.473,30.223,3,31.366,1,8207.06
JOB-100327,Motor,Preventive,East,Mid,Routine,6.486,9.78,15.894,3,33.573,4,8374.99
JOB-100328,Motor,,North,Junior,Priority,16.616,8.557,17.958,1,34.725,2,7786.1
JOB-100329,Valve,Preventive,South,Senior,Priority,8.551,8.318,,4,33.257,1,6809.35
JOB-100330,Valve,Preventive,South,Senior,Routine,13.651,3.905,16.798,2,34.024,1,4663.39
JOB-100331,Valve,Overhaul,East,Mid,Routine,14.659,3.339,21.902,2,30.303,1,7782.79
JOB-100332,Pump,Repair,South,Junior,Routine,5.038,9.397,29.465,,24.355,3,7391.03
JOB-100333,Pump,Inspection,North,Senior,Emergency,5.15,1.534,13.894,1,25.961,2,5892.71
JOB-100334,Compressor,Preventive,South,Mid,Emergency,2.58,3.515,12.847,3,39.237,3,7916.51
JOB-100335,Pump,Preventive,South,Senior,Priority,11.599,3.224,18.463,4,24.289,,6094.74
JOB-100336,Pump,Repair,North,Mid,Emergency,1.799,10.932,,4,27.788,0,10563.79
JOB-100337,Compressor,Inspection,East,Mid,Priority,7.303,8.148,20.663,4,38.308,3,8243.75
JOB-100338,Valve,Inspection,South,Mid,Routine,7.042,6.99,26.188,2,28.916,,5934.17
JOB-100339,Valve,Inspection,West,Mid,Priority,7.835,8.697,32.827,1,26.483,1,6650.81
JOB-100340,Compressor,Preventive,South,Mid,Emergency,4.25,5.46,19.762,2,,5,8214.87
JOB-100341,Pump,Inspection,West,Senior,Priority,15.207,8.225,18.95,5,24.827,0,8999.32
JOB-100342,Compressor,,,Senior,Routine,2.624,14.289,20.337,5,29.417,2,12125.34
JOB-100343,Valve,Preventive,West,Junior,Routine,6.781,2.897,34.255,5,,1,6389.31
JOB-100344,Motor,Preventive,South,Junior,Routine,6.075,2.711,14.492,5,41.026,0,5544.85
JOB-100345,Motor,Preventive,North,Mid,Routine,17.137,3.541,16.025,5,27.944,3,6728.55
JOB-100346,Heat Exchanger,Overhaul,South,Mid,Priority,6.688,4.016,27.818,4,28.296,1,10147.14
JOB-100347,Compressor,Preventive,East,Junior,Routine,,4.839,,3,37.37,1,7572.11
JOB-100348,Compressor,Repair,,Mid,Priority,2.292,7.861,7.006,4,22.843,2,9584.41
JOB-100349,Valve,Inspection,West,Junior,Priority,9.529,5.786,8.639,,31.602,1,5516.91
JOB-100350,Motor,Preventive,South,Senior,Priority,5.753,1.539,19.031,1,30.712,1,3710.58
JOB-100351,Motor,Repair,,Mid,Routine,4.851,4.38,11.344,2,29.669,1,6307.46
JOB-100352,Pump,Repair,West,Mid,Routine,3.467,3.075,,,24.918,1,7029.13
JOB-100353,Compressor,Preventive,East,Mid,Routine,15.994,10.029,17.385,4,33.001,0,9335.8
JOB-100354,,Repair,South,Junior,Priority,6.905,,64.761,4,36.695,0,8033.41
JOB-100355,Pump,Inspection,West,Senior,Priority,12.649,,14.135,0,,4,5494.38
JOB-100356,Pump,Inspection,West,Junior,Routine,2.895,4.862,20.254,4,29.799,3,6775.9
JOB-100357,Compressor,Inspection,East,Senior,Routine,5.078,0.88,32.965,3,20.394,0,5244.99
JOB-100358,Pump,Preventive,South,Mid,Priority,4.313,5.817,23.488,1,28.656,,6343.18
JOB-100359,Motor,,,Mid,Routine,7.241,9.905,9.441,2,29.593,0,7219.81
JOB-100360,Valve,Overhaul,West,Senior,Routine,3.029,12.919,,2,31.312,1,11811.43
JOB-100361,Pump,Repair,North,Mid,Routine,10.566,1.545,13.718,2,34.121,1,5044.89
JOB-100362,Valve,Repair,West,Mid,Priority,23.716,2.637,9.572,5,27.34,1,8895.65
JOB-100363,Pump,Inspection,East,Junior,Routine,10.808,8.534,23.809,0,25.774,2,6199.95
JOB-100364,Heat Exchanger,Preventive,North,Junior,Priority,6.032,2.715,24.947,2,34.38,2,7197.33
JOB-100365,Valve,Repair,,Senior,Emergency,18.295,5.393,38.149,1,17.629,2,9314.38
JOB-100366,,Repair,West,Junior,Routine,2.382,4.684,17.856,2,31.016,3,5606.2
JOB-100367,Heat Exchanger,Inspection,East,Junior,Routine,7.189,2.402,34.228,1,24.444,1,4623.31
JOB-100368,Compressor,Preventive,South,Mid,Routine,10.674,13.913,6.165,6,32.802,0,11355.45
JOB-100369,Pump,,West,Mid,Routine,16.15,8.428,18.858,3,30.01,0,9062.57
JOB-100370,Pump,Repair,,Mid,Priority,,8.737,,5,30.742,3,9081.46
JOB-100371,Motor,Inspection,South,Mid,Priority,4.741,6.285,41.769,3,20.481,1,5143.6
JOB-100372,Pump,Repair,West,Junior,Priority,6.487,6.246,12.956,1,31.014,0,9011.61
JOB-100373,Pump,Repair,West,Mid,Routine,16.123,1.742,75.629,1,39.381,1,8167.5
JOB-100374,Pump,Repair,West,Mid,Priority,15.997,5.475,91.968,1,32.461,1,8907.51
JOB-100375,Pump,Repair,West,Mid,Priority,3.056,8.252,12.489,1,26.806,2,8362.83
JOB-100376,Motor,Inspection,South,Senior,Routine,25.0,3.196,26.305,3,22.254,4,6318.95
JOB-100377,Valve,Preventive,South,Mid,Priority,7.309,1.363,29.827,2,24.65,1,4904.71
JOB-100378,Compressor,Preventive,North,Senior,Priority,16.814,2.934,11.631,1,37.34,1,6820.43
JOB-100379,Motor,Preventive,West,Junior,Priority,9.758,3.236,19.822,3,25.983,1,6723.95
JOB-100380,Motor,Inspection,North,Senior,Routine,9.194,4.396,27.773,4,40.255,2,7781.15
JOB-100381,Motor,Inspection,North,Junior,Priority,12.161,3.904,19.104,2,26.3,0,5855.07
JOB-100382,Pump,Repair,North,Mid,Routine,1.786,5.544,19.487,0,26.14,1,5701.63
JOB-100383,Heat Exchanger,Preventive,South,Junior,Routine,5.045,8.666,16.655,4,,1,7890.87
JOB-100384,Valve,Repair,North,Mid,,7.714,4.663,20.373,0,28.194,1,5412.54
JOB-100385,Pump,Inspection,East,Junior,Emergency,17.111,7.493,8.292,4,23.29,1,10071.52
JOB-100386,Motor,Repair,,Mid,Priority,11.141,1.325,14.177,1,27.212,0,5616.11
JOB-100387,Motor,Overhaul,South,Senior,Routine,2.695,,,2,37.468,0,11841.51
JOB-100388,Heat Exchanger,Overhaul,North,Mid,Routine,4.414,6.29,12.516,0,,2,8279.96
JOB-100389,Compressor,Preventive,West,Junior,Routine,18.122,4.887,,0,25.852,1,6041.89
JOB-100390,Compressor,Preventive,East,Senior,Routine,16.244,1.1,7.44,1,25.518,1,5349.69
JOB-100391,Motor,Overhaul,East,Mid,Routine,4.837,5.644,35.634,3,,1,8427.98
JOB-100392,Pump,,South,Mid,Routine,17.808,3.823,11.369,1,35.967,0,6629.44
JOB-100393,Valve,Repair,North,Senior,Priority,3.836,7.431,19.893,3,35.17,0,7455.55
JOB-100394,Valve,Repair,South,Senior,Routine,9.243,6.087,17.426,1,22.957,2,6822.3
JOB-100395,Compressor,Inspection,East,Mid,Routine,,2.902,42.937,2,21.087,2,4977.08
JOB-100396,Valve,Overhaul,West,Junior,Emergency,7.712,6.732,9.761,1,19.841,2,9178.3
JOB-100397,Motor,,South,Junior,Priority,12.223,,36.029,2,34.908,2,7250.24
JOB-100398,Valve,Preventive,West,Mid,Routine,19.235,6.172,23.585,3,26.226,5,7457.11
JOB-100399,Compressor,Repair,North,Mid,Priority,13.23,8.831,12.991,3,35.67,2,11098.76
JOB-100400,Valve,Repair,West,Junior,Routine,7.172,8.301,17.656,,10.992,1,7711.43
JOB-100401,Motor,Inspection,East,Junior,Priority,11.311,5.538,,1,34.811,2,5294.24
JOB-100402,Pump,Repair,South,Mid,Routine,5.257,1.333,29.305,4,,4,6883.92
JOB-100403,Motor,Repair,West,Mid,Routine,12.837,5.955,8.52,4,30.782,3,7900.26
JOB-100404,Compressor,Inspection,South,Junior,Routine,5.701,4.982,33.035,4,41.701,1,6917.45
JOB-100405,Motor,Preventive,East,Junior,Routine,10.267,8.538,3.83,3,28.825,2,5541.48
JOB-100406,Pump,Inspection,North,Mid,Routine,14.503,2.377,32.105,2,39.447,0,5226.09
JOB-100407,Pump,Repair,South,Mid,Routine,5.262,1.409,12.569,2,29.33,1,5439.78
JOB-100408,Motor,Inspection,North,Senior,Routine,4.399,7.353,22.705,1,41.785,0,4173.37
JOB-100409,Valve,Preventive,North,Mid,Priority,9.735,2.2,8.902,4,32.162,0,6419.14
JOB-100410,Motor,Inspection,South,Mid,Priority,2.264,3.518,14.302,4,33.219,0,5120.73
JOB-100411,Pump,Inspection,South,Mid,Routine,13.486,2.753,18.348,4,28.28,3,6566.91
JOB-100412,Heat Exchanger,Repair,South,Mid,Routine,7.163,3.169,9.346,2,38.999,2,5549.28
JOB-100413,Motor,Preventive,South,Junior,Routine,8.963,5.276,41.175,3,27.998,1,4412.69
JOB-100414,Motor,Inspection,South,Junior,Routine,5.425,5.36,10.982,2,29.887,1,4459.3
JOB-100415,Pump,Preventive,North,Junior,Priority,12.834,2.244,26.558,2,32.966,3,5906.38
JOB-100416,Valve,Preventive,West,Junior,Routine,14.202,,16.937,3,26.655,0,5635.91
JOB-100417,Pump,Inspection,North,Mid,Routine,9.564,1.911,19.502,3,35.435,3,5397.78
JOB-100418,Pump,Inspection,South,Mid,Routine,17.182,2.609,50.827,2,16.763,1,4894.06
JOB-100419,Pump,Repair,,Mid,Routine,15.821,1.443,13.44,1,32.607,0,6233.26
JOB-100420,,Preventive,South,Junior,Routine,8.05,2.122,23.352,2,40.737,1,4656.75
JOB-100421,Pump,Preventive,North,Senior,,7.428,4.208,31.652,2,22.554,3,6693.55
JOB-100422,Pump,Repair,South,Mid,,7.565,3.029,27.882,2,34.686,2,5081.16
JOB-100423,Motor,Preventive,West,Junior,Emergency,2.027,3.147,15.782,2,26.853,1,6504.52
JOB-100424,Motor,,South,Senior,Routine,,5.752,9.418,2,22.419,1,6971.82
JOB-100425,Compressor,Preventive,South,Junior,Routine,,3.827,81.928,0,23.936,2,4958.15
JOB-100426,Pump,Repair,West,Junior,Priority,6.363,3.798,5.27,3,30.934,0,8522.05
JOB-100427,Pump,Inspection,East,Junior,Priority,6.46,10.053,29.19,1,33.847,0,6692.5
JOB-100428,Motor,Repair,South,Senior,Emergency,1.207,7.429,14.326,1,42.268,2,8692.52
JOB-100429,Pump,Preventive,West,Senior,Priority,11.938,3.189,20.922,4,24.032,0,7523.25
JOB-100430,Motor,Overhaul,East,Junior,Priority,11.792,15.071,44.633,5,26.591,1,12769.1
JOB-100431,Valve,Repair,West,Senior,Routine,4.185,2.17,16.189,3,34.261,1,6590.58
JOB-100432,,Repair,,,Routine,1.523,4.03,15.576,3,26.957,4,6203.83
JOB-100433,Motor,Inspection,North,Senior,Routine,9.736,4.725,17.887,0,28.818,1,5255.19
JOB-100434,Valve,Repair,North,Mid,Routine,,7.005,17.594,4,33.967,2,8726.43
JOB-100435,Pump,Repair,North,Senior,Routine,3.615,8.783,14.156,0,29.63,1,6436.16
JOB-100436,Compressor,Preventive,South,Mid,Priority,11.729,4.091,18.779,0,31.645,0,6208.77
JOB-100437,Valve,Preventive,South,Junior,Priority,6.291,5.529,6.725,3,29.403,1,5935.27
JOB-100438,Valve,Inspection,North,Senior,Routine,,13.746,61.127,5,36.843,0,7936.5
JOB-100439,Pump,Repair,South,Mid,Priority,,14.865,,4,36.314,1,9690.66
JOB-100440,Compressor,Inspection,South,Junior,Routine,19.982,3.86,41.129,3,26.119,3,6863.36
JOB-100441,Motor,Preventive,West,Mid,Priority,4.592,1.911,18.426,6,31.094,2,6810.97
JOB-100442,Pump,Repair,North,Mid,Routine,2.555,5.827,16.668,2,22.521,1,7172.61
JOB-100443,Valve,Repair,South,Senior,Emergency,4.775,,11.372,2,32.94,0,7578.94
JOB-100444,Pump,Inspection,South,Mid,Routine,15.397,12.703,21.796,0,34.584,2,6604.51
JOB-100445,Compressor,Overhaul,East,Senior,Routine,7.078,,71.788,2,37.0,1,12176.72
JOB-100446,Compressor,Preventive,West,Junior,Routine,12.11,7.446,142.725,2,29.364,1,8391.09
JOB-100447,Valve,Repair,East,Senior,Priority,3.242,1.567,8.467,3,18.764,2,6492.47
JOB-100448,Pump,Repair,West,Mid,Routine,6.887,4.74,9.484,5,,1,8175.88
JOB-100449,Motor,Preventive,East,Junior,Routine,2.298,1.735,,6,27.772,1,5870.49
JOB-100450,Motor,Overhaul,South,Junior,Routine,19.322,7.813,23.869,3,43.066,2,10747.29
JOB-100451,Motor,Inspection,East,Senior,Routine,4.855,9.298,10.285,5,46.279,1,7104.18
JOB-100452,Motor,Repair,West,Senior,Routine,6.225,5.874,47.398,1,35.317,3,7510.59
JOB-100453,Valve,Inspection,South,Junior,Priority,,5.671,,2,17.45,1,5523.77
JOB-100454,Valve,,West,Senior,Priority,1.912,10.841,14.934,2,28.363,2,9611.22
JOB-100455,Compressor,Preventive,South,,Routine,6.176,,13.631,1,,1,6363.43
JOB-100456,Pump,,,Junior,Routine,5.525,,45.21,4,39.463,1,7223.82
JOB-100457,Valve,Repair,East,Mid,Routine,4.541,3.953,13.106,4,25.963,1,5804.78
JOB-100458,Pump,Repair,,Junior,Routine,8.945,4.351,10.184,0,39.853,2,5465.97
JOB-100459,Motor,Repair,South,Mid,Routine,1.42,3.595,7.66,0,38.347,2,4107.27
JOB-100460,Valve,Inspection,North,Mid,Emergency,15.314,2.299,11.59,3,24.495,3,7232.1
JOB-100461,,Inspection,North,Senior,Routine,3.056,9.634,17.329,3,38.843,3,6492.12
JOB-100462,Pump,Inspection,East,Mid,Priority,9.096,5.19,10.196,3,34.657,1,6891.31
JOB-100463,Valve,Repair,West,Mid,Routine,,7.781,,2,23.648,1,7475.25
JOB-100464,Motor,Repair,West,Senior,Routine,7.316,,11.466,4,25.963,4,7993.31
JOB-100465,Compressor,Repair,North,Mid,Routine,7.222,,9.218,2,32.925,1,8076.58
JOB-100466,Pump,Repair,South,Junior,Priority,14.305,7.686,19.998,3,30.201,0,7948.07
JOB-100467,Motor,Preventive,,Junior,Routine,10.961,6.129,12.805,3,22.672,0,6162.91
JOB-100468,Pump,Inspection,East,Senior,Emergency,6.714,1.781,47.004,3,33.683,2,6855.34
JOB-100469,Pump,Preventive,North,Senior,Priority,25.0,1.439,18.729,4,32.264,2,7356.54
JOB-100470,Compressor,Repair,West,Mid,Routine,6.004,2.991,11.921,5,32.145,1,8447.22
JOB-100471,Valve,Preventive,South,Mid,Routine,1.211,3.224,11.868,6,34.213,1,6994.54
JOB-100472,Motor,Inspection,East,Junior,Routine,4.374,1.793,46.722,0,24.936,0,2475.06
JOB-100473,Valve,Repair,West,Mid,Routine,3.132,2.192,34.557,1,29.718,1,4245.23
JOB-100474,Valve,Overhaul,North,Junior,Priority,11.012,3.606,10.084,2,31.405,3,8903.88
JOB-100475,Motor,Preventive,North,Mid,Priority,5.356,6.567,25.11,2,38.36,2,6200.09
JOB-100476,Pump,Overhaul,South,Senior,Priority,3.204,6.39,16.945,0,24.993,0,8221.85
JOB-100477,Heat Exchanger,Overhaul,South,Junior,Routine,6.182,3.209,18.853,3,36.73,3,9570.01
JOB-100478,Valve,Inspection,North,Mid,Routine,,9.857,17.998,3,28.644,1,7388.02
JOB-100479,Compressor,Preventive,South,Junior,Routine,3.386,,28.052,5,32.525,1,7618.66
JOB-100480,Compressor,Overhaul,South,Mid,Routine,0.33,1.787,17.43,2,23.488,2,7117.44
JOB-100481,Heat Exchanger,Preventive,South,Mid,Routine,6.08,7.264,,4,30.133,0,8792.9
JOB-100482,Pump,Repair,North,Senior,Routine,2.542,4.782,11.362,3,29.033,2,7661.49
JOB-100483,Heat Exchanger,Inspection,East,Mid,Routine,4.642,4.376,20.962,2,26.098,2,5655.49
JOB-100484,Pump,Preventive,West,Senior,Routine,2.165,3.472,39.06,5,29.65,3,7088.92
JOB-100485,Pump,Inspection,North,Mid,Routine,14.744,5.646,7.54,6,29.429,4,6906.67
JOB-100486,Motor,Inspection,South,Senior,Routine,1.628,10.056,9.855,4,33.851,0,6547.69
JOB-100487,Motor,Repair,East,Mid,Priority,19.268,1.999,14.452,2,36.501,1,7218.28
JOB-100488,Heat Exchanger,Inspection,West,Mid,Routine,2.354,3.637,9.27,4,28.888,2,7171.72
JOB-100489,Motor,Repair,South,Junior,Routine,11.469,4.119,13.461,1,31.001,3,6361.17
JOB-100490,Pump,Repair,West,Senior,Priority,4.067,4.89,30.865,2,23.231,0,6282.29
JOB-100491,Motor,Repair,East,Junior,Emergency,16.435,5.881,102.562,2,36.062,0,9904.45
JOB-100492,Motor,Repair,East,Senior,Priority,14.436,1.589,10.847,2,32.007,2,6364.47
JOB-100493,Compressor,Overhaul,North,Senior,Routine,2.165,4.239,12.065,4,33.372,1,8615.12
JOB-100494,Compressor,Inspection,South,Mid,Routine,,3.63,8.283,2,32.85,2,4701.14
JOB-100495,Pump,Repair,West,,Routine,9.18,1.855,7.62,2,11.595,1,6532.22
JOB-100496,Motor,Repair,North,Senior,Routine,6.751,10.647,7.273,3,31.265,2,8629.58
JOB-100497,Pump,Repair,South,Mid,Routine,2.122,3.058,18.174,1,22.188,1,4530.0
JOB-100498,Pump,Overhaul,South,Mid,Priority,2.795,4.569,,1,37.826,2,8865.63
JOB-100499,Pump,Repair,North,Junior,Routine,3.952,6.557,12.981,4,19.943,1,6221.94
JOB-100500,Pump,Overhaul,,Senior,Priority,4.805,11.214,23.39,0,32.633,1,11433.56
JOB-100501,Pump,Preventive,West,Senior,Priority,11.796,2.254,,2,36.07,0,6246.49
JOB-100502,Pump,Repair,East,Mid,Emergency,8.362,2.777,20.484,5,27.548,3,9750.38
JOB-100503,Pump,Repair,West,Senior,Routine,11.378,3.916,9.081,2,33.495,1,6638.49
JOB-100504,,Preventive,East,Junior,Routine,10.512,2.092,25.281,0,36.14,1,3616.44
JOB-100505,Compressor,Repair,West,Mid,Routine,2.975,4.218,,3,,0,7865.83
JOB-100506,Heat Exchanger,,,Mid,Routine,10.683,4.198,38.692,,27.098,5,6383.52
JOB-100507,Compressor,Overhaul,South,Mid,Priority,8.783,3.398,5.056,7,34.244,2,12414.91
JOB-100508,Pump,Preventive,South,Mid,Routine,17.512,2.046,11.976,3,33.746,0,5449.54
JOB-100509,Pump,Preventive,West,Senior,Routine,5.391,4.072,18.236,3,32.228,0,5421.67
JOB-100510,Pump,Overhaul,North,Mid,Routine,12.459,2.608,10.674,4,18.504,0,8334.86
JOB-100511,Pump,Preventive,West,,Routine,14.438,2.047,14.867,3,17.463,3,6694.4
JOB-100512,Heat Exchanger,Repair,South,Mid,Emergency,10.457,8.205,9.935,1,42.525,3,11359.08
JOB-100513,Motor,Preventive,North,Mid,Priority,4.833,7.919,14.978,2,25.603,5,6195.88
JOB-100514,Valve,Preventive,South,Junior,Routine,10.573,1.821,49.405,4,29.568,4,6556.35
JOB-100515,Motor,Repair,South,Mid,Emergency,,3.618,30.664,2,23.455,0,8346.82
JOB-100516,Motor,Repair,East,Mid,Priority,3.021,10.155,52.548,2,27.006,1,8342.7
JOB-100517,Valve,Inspection,,Junior,Priority,2.776,3.98,4.601,3,23.097,1,6431.6
JOB-100518,Heat Exchanger,Overhaul,East,Senior,Priority,5.371,7.047,16.879,3,30.767,3,12584.19
JOB-100519,Pump,Overhaul,South,Junior,Priority,19.962,,,4,35.42,1,11646.03
JOB-100520,Pump,Repair,South,Mid,Routine,6.611,4.219,15.076,2,38.58,2,5599.78
JOB-100521,Valve,Repair,West,Mid,Priority,10.789,,20.719,5,26.034,5,9302.24
JOB-100522,Pump,Repair,North,Senior,Routine,8.451,1.364,6.754,1,30.712,2,4938.15
JOB-100523,Motor,Repair,West,Mid,Priority,3.573,5.083,37.552,4,32.632,2,7518.94
JOB-100524,Valve,Preventive,South,Junior,Routine,3.665,6.707,,2,30.427,,5465.36
JOB-100525,Motor,Repair,West,Junior,Routine,10.388,3.844,6.719,5,35.583,2,8137.67
JOB-100526,Heat Exchanger,Repair,North,Mid,Priority,7.31,12.057,25.927,3,30.733,0,10330.14
JOB-100527,Pump,Inspection,East,Senior,Priority,10.272,0.999,8.277,5,,1,6431.71
JOB-100528,Compressor,,West,Senior,Priority,2.352,2.893,16.296,1,34.441,1,6249.34
JOB-100529,Pump,Inspection,North,Mid,Priority,1.8,7.184,,1,20.974,0,4680.75
JOB-100530,Pump,Preventive,North,Mid,Routine,2.68,4.157,10.902,2,31.127,2,4112.87
JOB-100531,Compressor,Overhaul,West,Mid,Emergency,3.337,0.926,15.361,2,36.415,0,10427.34
JOB-100532,Compressor,Overhaul,East,Mid,Routine,15.749,12.458,33.956,3,37.313,2,14558.53
JOB-100533,Pump,Repair,North,Junior,Routine,1.695,2.33,12.268,1,24.783,6,5784.41
JOB-100534,Pump,Repair,South,Senior,Routine,15.504,6.87,,3,33.73,2,8945.0
JOB-100535,Compressor,,East,Mid,Emergency,8.255,3.312,63.699,5,41.209,1,9724.4
JOB-100536,Compressor,Inspection,South,Mid,Priority,21.321,7.887,33.98,0,33.656,1,7404.46
JOB-100537,Pump,Inspection,North,Junior,Emergency,13.001,9.176,9.573,1,32.456,1,6428.06
JOB-100538,Heat Exchanger,Repair,North,Senior,Emergency,2.591,4.458,54.576,1,32.229,1,9906.59
JOB-100539,Pump,Inspection,South,Senior,Routine,11.797,17.712,30.736,2,27.579,,8056.92
JOB-100540,Pump,Inspection,,Mid,Routine,4.463,4.392,9.432,4,42.31,3,5615.41
JOB-100541,Pump,Preventive,South,Mid,Routine,7.155,4.817,22.962,3,29.141,0,5674.81
JOB-100542,Heat Exchanger,Preventive,West,Mid,Emergency,2.604,4.285,26.216,4,29.713,0,9585.67
JOB-100543,Motor,Repair,West,Junior,Priority,7.974,4.39,23.582,4,,2,7644.45
JOB-100544,Valve,Repair,West,Mid,Routine,20.475,11.533,77.972,2,32.853,0,8310.0
JOB-100545,Motor,Overhaul,South,Senior,Routine,8.442,1.878,13.763,8,33.368,3,10234.82
JOB-100546,Pump,Preventive,East,Mid,,7.888,5.54,28.475,4,39.653,1,7800.02
JOB-100547,Motor,Overhaul,South,Mid,Routine,9.026,7.093,13.66,2,,1,7875.87
JOB-100548,Compressor,Preventive,,Mid,Priority,5.595,4.435,18.066,3,30.753,0,7976.48
JOB-100549,Motor,Repair,East,,,10.822,7.243,8.568,3,15.113,2,6904.64
JOB-100550,Compressor,Repair,North,Senior,Routine,16.667,4.537,30.745,3,28.229,,7895.77
JOB-100551,Motor,Preventive,East,Senior,Priority,3.404,3.564,28.547,2,,1,6494.2
JOB-100552,Heat Exchanger,Repair,South,Mid,Emergency,7.746,8.869,19.603,2,37.147,,10545.51
JOB-100553,Valve,Preventive,South,Mid,Routine,13.401,2.393,11.256,3,29.869,2,6338.39
JOB-100554,Motor,Inspection,South,Junior,Routine,2.018,9.962,,2,33.292,3,5160.0
