record_id,machine_type,shift,plant_area,load_percent,temperature_c,vibration_mm_s,age_years,days_since_service,operating_hours,prior_failures,maintenance_duration_hours
REC-00273,Compressor,Evening,Utilities,,66.383,1.7507,6.967,122.11,4768.71,1.0,69.005
REC-00274,Pump,Day,Process-B,89.748,66.984,2.427,6.216,74.71,6148.33,1.0,66.177
REC-00275,Pump,Evening,Utilities,49.694,66.079,1.3987,6.321,39.37,2167.23,2.0,59.435
REC-00276,Pump,Day,Process-B,69.124,61.6,1.0727,17.298,,2051.37,0.0,81.608
REC-00277,Motor,Day,Packaging,66.168,56.962,0.6377,5.321,190.1,8413.3,2.0,54.972
REC-00278,Pump,Day,Process-A,61.908,47.045,0.9249,2.761,15.27,7954.09,0.0,63.315
REC-00279,,Evening,Process-B,73.672,58.721,1.5236,4.4,324.04,4395.52,1.0,79.293
REC-00280,Motor,Evening,Packaging,48.88,63.295,,3.346,29.75,7742.51,2.0,45.286
REC-00281,Fan,Night,Process-A,51.407,,0.4738,0.463,268.1,6288.24,0.0,51.551
REC-00282,Motor,Day,Process-B,75.26,69.522,1.541,14.251,43.19,2814.75,3.0,67.509
REC-00283,,Evening,Process-A,,77.49,1.8214,7.266,41.56,11533.88,2.0,75.48
REC-00284,Fan,Day,Process-A,68.159,62.393,2.7881,9.822,36.89,5247.46,0.0,45.875
REC-00285,Motor,Day,Utilities,90.062,57.707,0.9212,3.064,77.21,2346.88,1.0,34.445
REC-00286,Fan,Evening,Process-A,79.804,60.137,3.7433,,56.54,9000.11,0.0,70.272
REC-00287,,Day,Process-A,60.218,75.987,4.7793,11.502,43.2,2584.08,2.0,64.003
REC-00288,Pump,Day,Process-A,86.455,74.618,2.283,0.659,49.62,1306.01,5.0,65.53
REC-00289,Fan,Day,Utilities,61.778,75.298,2.6287,10.282,43.08,6439.23,4.0,58.202
REC-00290,Motor,Night,Process-A,39.594,81.801,1.0695,5.36,107.87,3116.64,3.0,75.975
REC-00291,Pump,Evening,Utilities,,70.227,1.4772,2.033,46.82,10702.89,3.0,61.349
REC-00292,Pump,Evening,Packaging,72.306,54.208,1.8743,12.443,99.01,2376.19,1.0,55.602
REC-00293,Pump,Night,Process-B,83.159,59.342,2.1936,12.863,39.43,4922.43,,86.078
REC-00294,Motor,Day,Process-A,82.249,75.215,1.2817,7.153,,8770.36,3.0,53.026
REC-00295,Pump,Day,Process-B,89.094,59.732,1.9608,6.056,208.23,7659.19,3.0,83.033
REC-00296,Motor,Night,Utilities,59.909,64.11,1.6715,3.554,,4684.59,3.0,47.617
REC-00297,Pump,Night,Utilities,,77.902,1.0146,3.404,75.31,10268.76,1.0,73.996
REC-00298,Compressor,Night,Process-A,78.97,61.485,1.1049,1.794,31.59,6753.99,1.0,68.599
REC-00299,Pump,Day,Utilities,62.504,66.826,1.3045,14.886,48.48,9501.34,1.0,74.917
REC-00300,Motor,Day,Process-A,84.841,62.619,2.6031,7.314,49.31,3702.86,2.0,57.657
REC-00301,Motor,Night,Process-A,103.068,,1.1197,9.541,176.04,4131.86,0.0,80.049
REC-00302,Fan,Evening,Process-B,85.74,74.823,4.7717,5.339,57.27,2418.08,2.0,67.109
REC-00303,Motor,Night,Process-B,71.103,64.709,1.2442,6.711,73.67,7189.74,4.0,85.341
REC-00304,Pump,Evening,Process-B,69.727,70.933,3.4019,7.694,226.41,1836.35,,79.198
REC-00305,Motor,Day,Process-B,55.998,63.748,1.1526,1.77,15.55,1838.1,,51.205
REC-00306,Motor,Night,Process-A,65.777,63.221,,12.534,37.04,2209.64,1.0,66.615
REC-00307,Fan,Day,Packaging,60.529,62.023,1.4107,0.847,,13447.39,0.0,35.454
REC-00308,Motor,Day,Packaging,67.366,53.347,2.0393,6.444,85.6,3530.04,2.0,48.509
REC-00309,Motor,Night,Process-A,,61.922,2.0029,9.18,25.7,12758.21,1.0,75.432
REC-00310,Fan,Day,Process-A,34.544,55.56,3.2147,7.458,66.76,2590.55,2.0,44.258
REC-00311,Fan,Day,Process-A,59.618,71.698,2.4214,17.002,221.97,2495.04,2.0,68.489
REC-00312,Compressor,Day,Process-A,90.449,72.916,1.067,9.575,85.51,10973.74,2.0,88.504
REC-00313,Fan,Day,Process-A,60.916,88.355,3.128,5.714,43.59,4316.37,0.0,82.073
REC-00314,Motor,Night,Packaging,55.422,79.599,3.5038,4.162,30.97,8300.79,0.0,64.945
REC-00315,Pump,Day,Utilities,96.252,,1.6089,7.461,319.69,5626.07,1.0,74.663
REC-00316,Pump,Day,Utilities,84.379,45.203,1.4793,11.006,105.88,5323.91,3.0,68.924
REC-00317,Motor,Night,,101.062,59.655,0.9717,8.344,64.92,3724.97,2.0,58.221
REC-00318,Motor,Day,Process-A,77.332,57.051,1.0096,4.316,58.36,,5.0,50.553
REC-00319,Motor,Day,Process-B,81.238,60.291,1.4882,2.069,9.72,9518.2,3.0,60.475
REC-00320,Pump,Day,,75.597,,,2.339,79.04,6719.28,2.0,57.139
REC-00321,Compressor,Day,Process-A,81.289,64.722,1.7147,5.711,6.64,7635.59,1.0,70.428
REC-00322,Motor,Day,Process-B,59.206,62.186,2.913,0.7,70.53,2564.26,0.0,44.652
REC-00323,Pump,Evening,Process-A,36.334,69.464,2.8662,3.156,64.67,3659.39,0.0,55.067
REC-00324,Compressor,Day,Process-A,58.131,63.974,1.6144,19.467,97.78,8090.21,2.0,85.387
REC-00325,Pump,Night,Process-B,68.753,60.504,2.1841,7.673,134.03,3556.9,2.0,83.044
REC-00326,Fan,Day,Utilities,72.954,70.464,1.7187,7.746,134.57,990.67,0.0,40.595
REC-00327,Fan,Night,Process-B,52.894,,1.5773,0.685,33.89,7257.99,2.0,76.969
REC-00328,Motor,Night,Process-A,61.218,60.528,1.77,4.616,104.43,4094.14,1.0,67.169
REC-00329,Motor,Day,Process-A,64.706,76.069,3.0522,5.118,15.06,4750.28,1.0,49.994
REC-00330,Motor,Evening,Process-A,95.969,75.172,2.2586,4.363,108.27,973.7,0.0,55.539
REC-00331,Pump,Night,Process-B,94.162,77.764,1.6096,4.319,88.34,5826.93,1.0,84.513
REC-00332,Motor,Day,Process-B,76.788,67.415,1.8851,4.133,80.51,4066.33,2.0,49.818
REC-00333,Fan,Day,Packaging,70.52,73.473,,3.228,76.51,2057.53,0.0,32.946
REC-00334,Motor,Evening,Process-B,,68.918,4.3785,3.495,81.43,6057.2,1.0,72.643
REC-00335,Fan,Evening,Process-B,73.951,79.275,1.9313,2.291,142.11,4104.4,1.0,68.121
REC-00336,Compressor,Night,Process-B,93.671,71.406,1.1489,6.877,132.74,,3.0,111.873
REC-00337,Motor,Day,,63.776,,1.6471,3.849,79.36,4001.3,1.0,53.866
REC-00338,Compressor,Day,Process-B,66.952,58.646,1.2863,1.017,114.44,531.74,0.0,57.41
REC-00339,Compressor,Day,Process-A,56.505,71.202,3.0118,1.45,39.96,4397.3,1.0,77.765
REC-00340,Compressor,Day,Packaging,63.034,62.794,0.9731,13.99,71.75,3554.88,5.0,69.257
REC-00341,,Evening,Process-A,62.38,71.838,,7.811,98.6,6000.67,2.0,72.521
REC-00342,Compressor,Evening,Utilities,63.425,83.663,2.4054,10.751,194.45,7510.49,,102.51
REC-00343,,Night,Packaging,74.056,85.822,1.7632,12.525,98.06,3747.28,4.0,77.529
REC-00344,Motor,Day,Process-B,79.917,89.617,2.6674,,38.16,5134.18,4.0,103.705
REC-00345,Fan,Day,Process-B,,48.881,,2.684,35.86,5314.1,,61.371
REC-00346,Compressor,Evening,Utilities,83.969,73.55,2.9186,22.0,173.15,2803.08,1.0,107.524
REC-00347,Pump,Day,Process-B,79.6,74.204,1.4507,6.581,81.53,6675.96,0.0,78.224
REC-00348,Motor,Day,Packaging,86.935,77.141,1.5845,1.962,6.05,1239.56,0.0,42.49
REC-00349,Pump,Day,Packaging,75.515,69.557,2.2053,7.875,7.21,5009.01,,56.424
REC-00350,Compressor,Day,Utilities,,53.989,,2.859,116.57,5340.23,,61.178
REC-00351,Fan,Evening,Process-A,,69.088,1.6854,4.896,78.16,13519.31,3.0,84.189
REC-00352,Fan,Evening,Process-A,54.45,65.69,3.3639,5.932,107.36,4225.94,1.0,56.32
REC-00353,Compressor,Day,Packaging,105.856,77.616,1.5317,9.396,156.86,7689.38,1.0,106.536
REC-00354,Motor,Day,Process-B,74.361,76.12,1.2744,6.967,80.35,2429.73,1.0,74.646
REC-00355,Pump,Day,,59.992,65.3,2.8996,4.181,141.64,,1.0,67.905
REC-00356,Motor,Evening,Utilities,82.388,69.699,1.2181,3.851,78.65,6331.86,3.0,61.34
REC-00357,Motor,Night,Utilities,33.53,55.295,1.1784,11.62,11.74,4349.53,1.0,47.617
REC-00358,Motor,Day,Process-B,80.011,74.741,1.4651,22.0,42.64,3262.29,0.0,72.795
REC-00359,Motor,Evening,Process-B,79.801,56.491,2.6667,3.63,132.42,3433.75,1.0,70.365
REC-00360,Motor,Day,,50.371,62.548,3.0489,5.034,132.68,1364.96,2.0,40.358
REC-00361,Motor,Day,Packaging,89.91,83.861,2.562,8.376,51.17,2124.92,2.0,68.026
REC-00362,Motor,Day,Process-A,71.828,64.74,0.974,6.575,130.57,1187.89,3.0,48.002
REC-00363,Motor,Day,,95.354,86.68,2.3479,6.762,,3342.89,3.0,57.741
REC-00364,Compressor,Day,Process-B,,57.894,2.1108,0.542,205.16,9952.01,,81.874
REC-00365,Compressor,Day,Packaging,,75.505,0.8564,5.312,123.84,8967.79,3.0,76.355
REC-00366,Pump,Evening,Process-B,110.0,65.817,1.1835,3.138,91.49,2739.74,1.0,77.126
REC-00367,Fan,,Utilities,87.49,,0.9118,3.811,8.27,2171.71,1.0,38.269
REC-00368,Compressor,Day,Process-B,85.056,70.409,1.4739,4.389,126.62,5854.4,1.0,92.57
REC-00369,Fan,Day,Process-A,77.991,68.553,,6.351,146.9,4801.69,1.0,60.872
REC-00370,Motor,Night,Utilities,38.335,65.394,1.1913,4.883,3.13,2909.34,1.0,42.833
REC-00371,Fan,Day,Utilities,,69.298,1.9769,3.055,115.24,5603.97,1.0,52.904
REC-00372,Motor,Night,Process-A,93.671,77.457,0.8559,5.354,80.55,2149.25,0.0,63.206
REC-00373,Compressor,Evening,Utilities,82.199,63.341,1.0454,3.971,102.99,8403.32,2.0,83.495
REC-00374,Motor,Day,Utilities,,73.852,3.7925,7.613,4.12,3561.11,3.0,58.641
REC-00375,Motor,Evening,Process-A,88.937,76.682,1.818,,76.51,4441.15,4.0,72.531
REC-00376,Motor,Day,Process-A,32.672,77.039,1.6884,2.51,76.48,4636.12,1.0,49.601
REC-00377,Pump,Night,Process-A,49.239,70.848,1.9064,11.255,73.09,2597.2,0.0,61.87
REC-00378,Compressor,Day,Process-A,56.46,89.657,2.7561,8.469,46.59,5547.04,1.0,102.987
REC-00379,Fan,Night,Process-A,96.934,73.3,2.2038,7.241,,5310.91,0.0,55.124
REC-00380,Compressor,Day,Process-A,60.626,54.683,1.8174,5.969,22.14,3714.96,0.0,66.562
REC-00381,Motor,Day,Process-A,63.385,55.848,2.3822,6.635,146.29,5322.53,0.0,52.724
REC-00382,Compressor,Day,Utilities,89.104,70.296,2.1044,8.86,25.78,10347.83,1.0,82.739
REC-00383,Fan,Evening,Process-A,88.594,63.841,1.2851,1.057,82.52,1429.62,0.0,49.659
REC-00384,Pump,Night,Process-A,96.964,68.828,0.8034,9.737,110.55,3645.32,0.0,66.776
REC-00385,Fan,Day,Process-A,98.531,64.219,,6.341,103.7,1370.91,3.0,50.905
REC-00386,Motor,Night,Packaging,85.992,58.323,2.3548,2.61,25.14,4659.65,0.0,46.158
REC-00387,Motor,Evening,Utilities,85.542,62.267,1.2624,3.912,37.08,3896.76,3.0,63.396
REC-00388,Compressor,Evening,Process-B,70.934,66.094,4.4795,16.221,3.07,6087.21,2.0,119.558
REC-00389,Fan,Evening,Process-B,63.512,72.805,2.3514,4.181,59.54,16524.14,2.0,77.248
REC-00390,Motor,Night,Utilities,76.417,74.256,,8.96,118.04,5313.34,0.0,51.084
REC-00391,Pump,Day,Utilities,,64.282,0.9606,8.238,19.51,7044.89,,68.89
REC-00392,Fan,,Packaging,67.334,66.331,1.5045,,164.85,9475.35,0.0,34.891
REC-00393,Fan,Day,Packaging,91.424,56.521,3.4144,9.019,11.43,6343.09,0.0,66.163
REC-00394,Pump,Night,Process-B,76.686,54.628,1.8098,9.459,22.67,13097.19,2.0,89.499
REC-00395,Motor,Day,Process-B,110.0,63.462,1.5473,5.97,147.47,2673.94,1.0,81.473
REC-00396,Pump,Evening,Process-A,87.566,64.734,1.5262,6.895,48.03,,3.0,71.137
REC-00397,Compressor,Day,,75.698,51.638,2.0603,4.998,253.05,3471.75,1.0,72.71
REC-00398,Pump,Evening,Packaging,45.266,54.921,2.6428,3.791,124.0,8688.37,1.0,61.792
REC-00399,Compressor,Evening,Process-B,79.62,71.294,1.1958,5.754,,4508.14,1.0,82.579
REC-00400,Fan,Evening,Process-B,74.1,78.338,2.7134,9.05,41.22,1007.87,2.0,73.101
REC-00401,Motor,Day,Packaging,80.476,81.634,1.1944,11.105,66.79,541.78,1.0,55.057
REC-00402,Pump,Evening,Process-A,83.703,66.796,1.1572,10.841,12.39,10649.48,1.0,78.156
REC-00403,Motor,Day,Utilities,65.123,88.738,4.0464,5.694,100.59,1704.14,2.0,90.674
REC-00404,Compressor,Night,,80.362,76.552,0.9542,0.2,31.01,1595.29,0.0,64.968
REC-00405,Pump,,Process-A,68.756,73.305,,14.593,115.04,4878.35,3.0,79.414
REC-00406,Motor,Evening,Process-A,75.441,64.933,0.5907,5.926,108.38,2103.16,4.0,63.326
REC-00407,Compressor,Day,Process-A,80.407,63.138,2.8904,,30.7,4446.87,2.0,75.602
REC-00408,Compressor,Day,Utilities,73.557,59.47,,6.232,67.42,3139.25,1.0,53.047
REC-00409,Motor,,Process-A,80.588,74.564,1.2244,12.562,18.94,10599.1,1.0,77.668
REC-00410,Compressor,Evening,Utilities,61.177,65.5,2.1538,2.358,186.06,4146.66,2.0,64.968
REC-00411,Pump,Night,Packaging,82.082,69.266,1.5592,6.073,29.04,1614.31,2.0,55.775
REC-00412,Compressor,Day,Utilities,84.218,65.326,2.2769,6.977,62.49,3465.22,2.0,74.642
REC-00413,Motor,Evening,Process-B,78.024,69.181,2.6778,4.321,20.62,1735.85,0.0,56.035
REC-00414,Pump,Night,Packaging,110.0,56.23,1.9974,4.05,48.62,5123.5,1.0,69.697
REC-00415,Fan,Day,Utilities,39.158,62.452,1.9515,11.137,66.44,6871.9,1.0,47.175
REC-00416,Motor,Night,Process-B,78.215,85.404,1.2775,8.894,38.41,3773.01,1.0,82.162
REC-00417,Pump,Evening,Process-B,53.616,55.517,1.6121,2.509,112.4,7789.03,2.0,70.892
REC-00418,Pump,Evening,Packaging,81.006,72.003,2.1161,13.798,126.05,,0.0,66.873
REC-00419,Pump,Evening,Process-B,73.459,52.494,1.3702,4.645,153.4,5885.08,0.0,64.014
REC-00420,Fan,Night,Process-B,79.276,68.984,2.0035,7.287,19.97,2457.57,,56.71
REC-00421,Motor,Evening,Utilities,100.635,77.843,0.5458,6.115,126.82,4335.26,1.0,51.511
REC-00422,,Day,Utilities,104.13,72.321,1.8948,7.523,287.02,937.87,3.0,70.598
REC-00423,Pump,Day,Utilities,90.602,78.445,1.4166,1.901,45.71,10119.91,0.0,62.449
REC-00424,Compressor,Day,Packaging,48.868,75.902,2.1648,8.23,51.81,3003.72,1.0,58.773
REC-00425,Compressor,Evening,Process-B,70.322,78.296,1.4156,6.361,99.57,3191.7,2.0,90.113
REC-00426,Motor,Day,Utilities,93.197,66.087,3.1124,3.898,119.16,5968.12,0.0,50.837
REC-00427,Pump,Day,Packaging,69.711,75.192,1.1516,14.933,126.29,4725.25,0.0,53.573
REC-00428,Fan,Day,Packaging,65.112,80.187,3.2116,5.498,60.89,3871.87,3.0,56.227
REC-00429,Fan,Day,Process-A,70.629,83.72,2.5527,5.935,61.66,,0.0,66.749
REC-00430,Fan,Evening,Process-A,72.064,53.37,1.2923,3.661,135.2,9802.78,2.0,50.629
REC-00431,Motor,Day,Packaging,65.631,54.314,0.4626,2.016,17.29,4722.45,5.0,30.802
REC-00432,Motor,Evening,Packaging,51.221,76.901,1.1536,12.161,62.19,5325.03,0.0,55.354
REC-00433,Pump,Night,Process-B,82.319,52.857,1.9526,6.144,185.9,5952.21,1.0,76.42
REC-00434,Fan,Night,Packaging,48.656,77.511,,3.562,63.4,9710.02,1.0,55.066
REC-00435,Compressor,Evening,Process-A,71.735,63.286,2.0991,4.67,87.66,2383.69,3.0,81.72
REC-00436,Motor,Day,Process-A,80.2,73.765,1.7763,14.944,247.7,1248.82,0.0,60.978
REC-00437,Pump,Day,Utilities,64.745,63.603,1.9383,4.181,7.75,9012.99,0.0,55.093
REC-00438,Pump,Evening,Process-A,,75.8,1.1757,3.054,158.63,4158.77,1.0,60.771
REC-00439,Motor,Night,Process-B,50.041,79.82,1.4915,3.165,40.88,4738.59,,66.235
REC-00440,Motor,Night,Process-B,89.822,63.483,0.9539,6.492,149.79,2696.84,1.0,59.985
REC-00441,Pump,Day,Packaging,62.036,65.299,3.0289,11.222,45.94,2345.67,3.0,61.387
REC-00442,Compressor,,Packaging,,60.605,1.2449,5.353,181.76,5418.79,1.0,73.852
REC-00443,,Day,Process-A,71.579,66.22,1.2439,11.223,87.51,4673.2,0.0,49.822
REC-00444,Motor,Day,Utilities,83.041,77.356,1.775,3.565,49.54,8731.89,1.0,54.841
REC-00445,Fan,Day,Packaging,75.008,84.134,0.9883,5.635,45.17,3226.7,8.0,60.028
REC-00446,Pump,Day,Process-A,45.757,71.582,1.6985,3.807,127.12,3483.74,2.0,52.806
REC-00447,Pump,Day,Process-B,80.323,49.539,1.4801,6.691,109.28,4832.45,2.0,56.266
REC-00448,Motor,Evening,Process-A,88.235,76.29,0.6083,19.124,12.3,10530.98,2.0,84.876
REC-00449,Compressor,Day,Packaging,49.159,69.086,1.9007,12.357,117.76,3460.41,4.0,76.138
REC-00450,Pump,Night,Process-A,89.405,72.524,2.1402,7.891,8.66,10442.95,0.0,93.008
REC-00451,Motor,,Process-B,76.809,68.217,1.8863,10.237,59.94,6187.0,3.0,83.117
REC-00452,Fan,Day,Utilities,49.696,62.405,,7.144,20.18,3905.09,0.0,33.647
REC-00453,Motor,Evening,Utilities,65.649,64.175,2.2251,6.349,72.66,2454.13,1.0,46.323
REC-00454,Pump,Evening,Packaging,95.837,55.43,0.5267,3.223,59.46,1251.42,3.0,42.552
REC-00455,Motor,Evening,Packaging,53.433,64.557,1.0383,4.499,107.47,4013.49,3.0,46.067
REC-00456,Motor,Night,Utilities,,64.307,2.0733,3.537,17.87,5336.05,1.0,58.51
REC-00457,Motor,,Utilities,88.943,66.466,3.8999,5.59,145.54,1654.43,2.0,75.908
REC-00458,Fan,Night,Process-A,74.6,,2.0504,14.998,55.92,2333.44,0.0,65.181
REC-00459,Fan,Day,Utilities,75.663,69.183,0.7671,1.166,218.43,4770.58,2.0,48.253
REC-00460,Compressor,Evening,Process-B,73.792,65.338,1.1846,5.992,120.75,5998.58,1.0,89.61
REC-00461,Pump,Day,Process-B,43.522,59.404,1.301,6.87,13.46,5883.22,1.0,61.186
REC-00462,,Night,Process-B,77.705,54.558,2.4002,8.613,238.49,5535.72,2.0,86.527
REC-00463,Compressor,Day,Process-A,80.432,60.977,1.5739,3.178,81.1,5508.66,2.0,64.972
REC-00464,Motor,Night,Utilities,81.835,84.444,0.9982,11.521,157.23,11684.46,2.0,96.229
REC-00465,Motor,Evening,Packaging,91.479,65.647,0.4228,14.516,76.53,926.51,4.0,58.651
REC-00466,Fan,Day,Packaging,51.585,68.213,0.9458,5.319,162.01,2722.98,2.0,33.123
REC-00467,Pump,Evening,Process-B,87.766,64.973,,6.237,128.03,4310.58,1.0,65.31
REC-00468,Pump,Night,Process-A,87.826,72.799,,2.866,49.25,8797.37,,84.737
REC-00469,Compressor,,Process-B,81.871,63.086,1.6617,3.008,158.35,5218.42,4.0,96.724
REC-00470,Compressor,Evening,Process-A,63.487,65.709,2.3606,2.326,66.88,,2.0,83.652
REC-00471,Compressor,Night,Packaging,45.175,58.55,3.5162,4.74,51.91,3009.67,2.0,79.072
REC-00472,Pump,Day,Process-B,77.03,84.17,1.0272,3.068,93.85,2829.71,1.0,67.321
REC-00473,Motor,Evening,Process-A,78.488,50.907,2.2898,6.315,17.93,4948.3,0.0,63.277
REC-00474,Motor,Evening,Process-A,86.308,67.576,2.5606,19.761,47.43,2601.23,1.0,67.686
REC-00475,Fan,Night,Utilities,68.072,55.077,1.2732,2.435,100.0,10286.55,1.0,60.703
REC-00476,Motor,Day,Process-A,60.522,59.525,0.8202,2.358,41.13,5186.13,0.0,45.468
REC-00477,Fan,Evening,Packaging,71.494,68.577,1.1403,8.889,,2476.53,0.0,45.473
REC-00478,Pump,Evening,Process-A,86.862,60.687,3.928,,32.46,2666.09,3.0,80.709
REC-00479,Motor,Evening,Packaging,67.407,56.343,3.0777,3.278,79.36,4791.42,4.0,54.851
REC-00480,Pump,Day,Process-B,90.284,58.397,0.5333,1.406,81.76,3311.02,2.0,52.586
REC-00481,Fan,Night,Process-A,77.2,,3.0382,5.855,34.51,1585.33,1.0,57.28
REC-00482,Pump,Day,Packaging,64.552,,0.9677,0.48,112.34,4696.29,1.0,37.627
REC-00483,Compressor,Evening,Packaging,85.375,72.322,3.0157,11.773,177.09,7258.53,1.0,96.226
REC-00484,Fan,Evening,Process-A,76.439,71.441,1.4883,6.367,83.79,15173.98,2.0,73.952
REC-00485,Pump,Evening,Utilities,86.305,66.288,0.96,4.867,58.01,2704.93,1.0,51.688
REC-00486,Motor,Day,Utilities,87.479,69.559,2.0162,4.125,98.58,1610.9,2.0,49.755
REC-00487,Pump,Evening,,88.281,61.6,0.8032,7.069,36.13,4850.5,1.0,56.118
REC-00488,Motor,Evening,Process-B,62.613,77.343,,,33.77,4908.07,1.0,62.754
REC-00489,Pump,Evening,Process-A,,59.318,1.137,7.241,21.62,7098.12,0.0,59.61
REC-00490,Pump,Day,Process-B,67.813,60.478,2.6724,13.042,39.68,975.16,1.0,64.165
REC-00491,Fan,Night,Utilities,66.473,50.133,2.7413,10.739,207.07,,2.0,62.036
REC-00492,Motor,Evening,Utilities,45.796,69.383,0.7243,16.317,17.54,7676.71,2.0,48.344
REC-00493,Compressor,Day,Process-A,71.354,64.667,1.1254,4.575,103.61,2719.07,2.0,76.209
REC-00494,Motor,Night,Process-A,72.671,59.508,1.5324,9.829,84.87,7473.11,3.0,71.942
REC-00495,Fan,Day,Utilities,53.13,90.371,2.505,6.416,173.62,6132.49,0.0,70.311
REC-00496,Pump,Evening,Process-B,87.141,83.405,,3.014,131.33,5194.14,0.0,76.624
REC-00497,Pump,Night,Process-A,59.229,,1.8613,12.875,145.45,1699.05,4.0,92.614
REC-00498,Pump,Night,Process-B,65.377,65.869,1.3244,2.815,84.05,6365.16,2.0,70.487
REC-00499,Fan,Evening,,31.185,51.905,1.1119,11.647,58.35,3683.88,1.0,33.183
REC-00500,Fan,Day,Utilities,90.845,69.104,0.7051,8.476,18.82,2533.54,0.0,38.668
REC-00501,Pump,Day,Packaging,64.609,82.505,1.4663,0.464,,869.44,2.0,36.426
REC-00502,Compressor,Evening,Process-A,81.817,63.302,2.2571,10.887,22.05,13430.22,1.0,94.532
REC-00503,Motor,Evening,Process-B,73.695,52.018,2.064,4.543,147.86,2919.06,1.0,68.484
REC-00504,Compressor,Night,Process-A,85.642,59.949,,8.78,98.55,2899.86,0.0,87.003
REC-00505,Fan,Day,Utilities,76.598,64.185,1.0316,5.437,81.58,9811.74,3.0,53.714
REC-00506,Pump,Day,Packaging,74.829,77.016,,2.271,49.69,4851.51,0.0,51.185
REC-00507,Fan,Day,,56.049,83.956,1.1058,2.133,66.31,5227.52,2.0,67.828
REC-00508,Motor,Evening,Process-B,68.888,,2.0363,3.58,60.68,1126.68,1.0,68.352
REC-00509,Compressor,Evening,Process-B,46.25,45.388,1.5676,8.281,,4229.76,1.0,77.876
REC-00510,Fan,Night,Packaging,56.944,,0.9039,15.541,23.31,4270.19,1.0,54.24
REC-00511,,Day,Utilities,73.317,67.525,1.6338,10.627,57.28,14151.64,2.0,52.779
REC-00512,Motor,Day,Utilities,79.099,68.775,2.4272,1.864,13.14,4445.66,0.0,43.596
REC-00513,Fan,,Process-B,78.151,45.655,3.4597,9.923,42.82,4466.57,1.0,62.554
REC-00514,Pump,Evening,Process-B,69.53,66.746,,10.349,23.0,5610.5,2.0,58.822
REC-00515,Compressor,Day,Process-B,22.506,72.17,,4.122,130.16,3933.98,3.0,67.751
REC-00516,Fan,Day,Process-B,72.661,60.319,,15.63,100.24,,2.0,64.101
REC-00517,Pump,Day,Process-A,38.796,56.268,2.0563,1.544,59.06,2924.29,2.0,53.666
REC-00518,Compressor,Evening,Process-B,,60.128,0.4609,13.315,71.0,10770.19,1.0,106.101
REC-00519,Compressor,Day,Packaging,72.492,67.729,0.9045,5.373,39.96,8699.79,1.0,59.666
REC-00520,Fan,Evening,Process-B,56.262,68.86,2.803,4.65,60.33,7935.96,0.0,63.34
REC-00521,Compressor,Day,,60.981,62.539,1.7013,5.502,11.21,4261.13,2.0,57.165
REC-00522,Pump,Day,Process-B,74.899,,2.1876,2.228,193.18,2039.4,2.0,81.363
REC-00523,Motor,Day,Process-A,39.875,65.181,2.3605,6.758,82.81,5309.67,0.0,51.836
REC-00524,Compressor,Night,Process-B,,60.186,0.9039,2.963,33.27,6438.88,2.0,81.17
REC-00525,Pump,Night,Process-B,79.582,72.413,1.3345,3.782,156.36,1528.3,1.0,74.832
REC-00526,Motor,Evening,Process-A,,67.529,1.0496,7.443,78.49,,1.0,49.667
REC-00527,Motor,Night,Packaging,61.951,49.61,4.5085,2.793,52.44,6526.31,4.0,68.13
REC-00528,Pump,Day,Process-B,78.937,71.42,1.1154,14.637,61.28,2638.31,,90.559
REC-00529,Pump,Day,,59.095,79.741,1.8533,9.635,60.75,4949.97,,64.563
REC-00530,Compressor,Evening,Process-A,75.406,69.925,1.4459,13.141,72.99,4580.57,1.0,78.393
REC-00531,Pump,Day,Process-B,89.404,59.057,1.8641,5.547,35.2,9314.27,0.0,60.197
REC-00532,Compressor,Night,Process-B,70.031,76.376,4.3442,4.909,78.58,15553.1,2.0,117.893
REC-00533,Pump,Evening,Packaging,91.199,55.111,1.335,1.275,66.57,2644.8,5.0,53.573
REC-00534,Compressor,Day,Packaging,52.495,61.961,1.1158,6.91,39.19,7337.89,2.0,52.113
REC-00535,Motor,Day,Process-A,53.875,70.152,2.5543,8.878,60.32,7401.98,3.0,76.649
REC-00536,Fan,Day,Process-A,110.0,68.454,1.1463,10.781,9.66,10270.43,5.0,81.213
REC-00537,Fan,Day,Utilities,62.239,74.509,0.8433,2.922,115.5,1620.37,2.0,42.342
REC-00538,Pump,Night,Packaging,90.894,73.43,1.679,3.643,46.24,2826.28,2.0,64.74
REC-00539,Pump,Day,Process-B,56.644,79.29,3.8295,3.968,,2598.41,2.0,103.059
REC-00540,Motor,Evening,Packaging,91.965,64.887,2.8712,10.15,120.06,5729.38,3.0,56.126
REC-00541,Pump,Day,Utilities,45.518,,,3.475,67.02,4984.19,0.0,31.914
REC-00542,Pump,Night,Process-B,79.338,69.418,1.2168,4.715,16.42,4997.24,3.0,72.312
REC-00543,,Day,Packaging,86.567,72.938,0.9489,7.029,52.58,1623.97,0.0,40.444
REC-00544,Pump,Night,Packaging,103.892,71.413,1.5055,12.684,51.36,390.91,2.0,58.298
REC-00545,Compressor,Evening,Process-B,80.665,57.619,1.7653,8.502,15.5,3416.11,2.0,84.185
REC-00546,Pump,Night,Utilities,94.788,67.408,1.0892,2.823,111.47,3374.41,1.0,60.796
